site_id,year,mean_temp,max_temp,min_temp,sea_level_pressure,wind_speed,precipitation,state,model_name
763420-99999,1957,7.164113423987445,8.902743459818183,4.912658749531282,1012.447397260274,3.7986301369863016,0.016177370030581,0,gmm_2
763420-99999,1958,4.781927411677984,6.122363130184453,3.253027078560841,1012.8189041095892,3.410958904109589,0.0,0,gmm_2
763420-99999,1959,5.277001673341118,8.084393608920422,2.7473680103301135,1013.1958904109588,3.638356164383562,0.0,0,gmm_2
763420-99999,1960,-7.976579792829554,-3.825334154101838,-10.206708941386978,1015.5384615384615,3.831868131868131,0.0,1,gmm_2
763420-99999,1961,-20.76966424600556,-16.080424191317988,-21.538316646685026,1017.394613313371,3.965890943560502,0.0218354750041245,1,gmm_2
763420-99999,1962,-28.61467069468914,-24.101752093251974,-27.223219173709513,1018.1019094628476,4.10650309675591,0.0679444180180905,1,gmm_2
763420-99999,1963,-32.27534858920622,-28.499999552539123,-28.274426554908203,1017.8798949000216,4.2414681972902235,0.1312583029597923,1,gmm_2
763420-99999,1964,-32.515447379882666,-29.88584826181485,-25.704948822728863,1016.9481145380224,4.358549850999309,0.2047086037471239,1,gmm_2
763420-99999,1965,-30.098716517044437,-28.869979913714495,-20.527796009619266,1015.5261132899794,4.445511663719037,0.2812267942979795,1,gmm_2
763420-99999,1966,-25.788905451017413,-26.06307620087346,-13.755978148027168,1013.8334360690222,4.49011724128527,0.3537443485302531,1,gmm_2
763420-99999,1967,-20.349763632127527,-22.075818815927093,-6.402505270400347,1012.0896277882804,4.480130189533878,0.4151927403618389,1,gmm_2
763420-99999,1968,-14.545040510700671,-17.518889451510788,0.5196125908134235,1010.5142333608834,4.403314114300726,0.4585034437106312,1,gmm_2
763420-99999,1969,-9.13848553706277,-13.002969800259947,5.99736540316637,1009.3267976999608,4.247432621421683,0.4766079324945239,1,gmm_2
763420-99999,1970,-4.893848161539729,-9.138741554809885,9.01774313421076,1008.7468657186424,4.000249316732615,0.4624376806314113,1,gmm_2
763420-99999,1971,-2.574877834457439,-6.5368864077960325,8.567735751498788,1008.9939823300576,3.6495278060693903,0.4089241620391876,1,gmm_2
763420-99999,1972,-2.9453240061418597,-5.808086051853735,3.634333222582704,1010.2876924473358,3.1830316952678746,0.3089988506357468,1,gmm_2
763420-99999,1973,-6.768936126918867,-7.5630221796184,-6.795474484985277,1012.8475409836066,2.5885245901639347,0.155593220338983,1,gmm_2
763420-99999,1974,-9.97818577157478,-8.464270089160806,-15.863682396692312,1016.5143350772933,2.025,0.0,1,gmm_2
763420-99999,1975,-2.4664676742951883,-1.542184665369888,-4.732218177251802,1019.6139307679936,1.7399999999999998,0.01,1,gmm_2
763420-99999,1976,-9.423082910348953,-11.500099241578951,-7.670753957811286,1020.0934463205988,1.61,0.0053333333333333,1,gmm_2
763420-99999,1977,-13.893031479736033,-18.258013817788047,-9.609289738370762,1015.9,4.6,0.0,1,gmm_2
763420-99999,1978,4.20348043197653,2.958504595693597,4.970524996533662,1009.0329896907216,4.519148936170213,0.1238144329896907,1,gmm_2
763420-99999,1979,2.294119000537407,2.1438713155080933,0.2839244147959689,1009.9313609467456,4.686046511627907,0.0209142857142857,0,gmm_2
763420-99999,1980,5.2187894787693665,6.218242453584722,3.4951029199507744,1008.8186440677964,5.125423728813559,0.0327777777777777,0,gmm_2
763420-99999,1981,2.2807639863053595,2.769558646606413,0.738874831698979,1010.2384105960264,4.658169934640523,0.036025641025641,0,gmm_2
763420-99999,1982,3.582583546539155,5.049345816503987,0.4624485367459101,1008.8954838709676,3.5937106918238992,0.0604907975460122,0,gmm_2
763420-99999,1983,3.902432383444548,5.527169532410909,1.4404893670921837,1008.2986928104576,6.531410256410256,0.04,0,gmm_2
763420-99999,1984,3.720929507790359,4.452204586704596,0.7673831553770611,1009.4985185185184,7.340909090909091,0.0187591240875912,0,gmm_2
763420-99999,1985,6.378399248913823,7.059496018820326,4.328043851864088,1012.6483050847456,6.343801652892562,0.0274380165289256,0,gmm_2
763420-99999,1986,7.3028160111647935,10.495370380945644,4.819272851978475,1011.4272727272728,4.556,0.0623076923076923,0,gmm_2
763420-99999,1987,3.6741494930597582,4.962840420121168,3.8053524560343703,1014.9,3.4,0.0,0,gmm_2
763420-99999,1988,9.2572662636845,9.956399198027697,7.605722354457704,1013.662647077771,5.190766027700815,0.0071480701877788,0,gmm_2
763420-99999,1989,9.379695779362052,10.554974230665977,5.778923096750262,1012.1440366972477,7.385185185185185,0.0387155963302752,0,gmm_2
763420-99999,1990,-3.56315384222016,-3.2224287322348744,-4.669915902593239,1015.0728813559324,7.199999999999999,0.0247457627118644,0,gmm_2
763420-99999,1991,3.027324403186483,2.042190518646194,1.8788563926199584,1013.3894514767932,5.565665236051502,0.0448739495798319,0,gmm_2
763420-99999,1992,2.097804082021767,2.2655752313834654,0.5853423635263297,1013.9435483870968,2.997741935483871,0.0326282051282051,0,gmm_2
763420-99999,1993,2.833946713100872,2.9166635041772366,1.6763536817683686,1013.3644886363636,2.8255813953488373,0.0682386363636363,0,gmm_2
763420-99999,1994,3.9250358231396234,3.7543389714529383,2.551566904398662,1013.209941520468,2.922514619883041,0.0269501466275659,0,gmm_2
